ID,Category,Object Name,Common Name,Producer,Date Produced,Collector,Place Collected,Date Collected,Culture,Materials,Measurements,Description,Image ref.
FA000289,Fine Art,Oil Painting,,English School,c.1790,,,,English; British,Oil paint on canvas,Whole: 535 mm x 750 mm,"This painting shows a street with horses, a carriage and houses on either side. To the left is a church and trees.",dmas_fa000289_d01_cc1024.jpg
FA000290,Fine Art,Oil Painting,,Manuel Luque de Soria,1908,,,,Spanish,Oil paint on canvas,Support: 590 mm x 855 mm,This painting by Spanish artist Manuel Lugue de Soria shows farm buildings in bright evening sun with patchy snow on the ground and roofs.,dmas_fa000290_d01_cc1024.jpg
FA000295,Fine Art,Oil Painting,,Alexander Jamieson,1904,,,,Scottish,Oil paint on canvas,Whole: 1275 mm x 1520 mm x 100 mm,This painting by Alexander Jamieson shows fishing boats in a harbour on a sunny day. In the bottom left corner of the foreground two fisherman work in and around a small rowing boat. In the background are white cliffs.,dmas_fa000295_d01_cc1024.jpg
FA000310,Fine Art,Oil Painting,,Annie Louise Swynnerton,20th Century,,,,English; British,Oil paint on canvas,Support: 665 mm x 560 mm,This unfinished oil painting by Annie Swynnerton shows a small girl holding a lamb.,dmas_fa000310_d01_cc1024.jpg
FA000312,Fine Art,Oil Painting,,Arthur Trevethin Nowell,c1935,,,,Welsh,Oil paint on canvas,Support: 765 mm x 635 mm,"This oil painting by Arthur Trevethin Nowell shows King George V seen at half-length, with decorations and a blue sash.",dmas_fa000312_d01_cc1024.jpg
FA000319,Fine Art,Oil Painting,,English School,c.1845,,,,English; British,Oil paint on canvas,Whole: 660 mm x 1320 mm frame 808mm x 1455mm x 100mm,"This painting is a view of Brighton from the sea with floating breakwaters and crashing waves, boats can be seen bobbing in the water. In the distance the coast of Brighton can be seen while the sky appears dark and thunderous.",dmas_fa000319_d01_cc1024.jpg
FA000321,Fine Art,Oil Painting,,English School,c1820; Regency,,,,English; British,Oil paint on canvas,Whole: 745 mm x 635 mm,This half length portrait shows a thick-set man wearing a black coat with yellow collar and white cravat.,dmas_fa000321_d01_cc1024.jpg
FA000323,Fine Art,Oil Painting,,Rosa Bonheur,1888,,,,,Oil paint on canvas,Whole: 605 mm x 810 mm,This painting shows a shepherd standing amongst his flock of sheep on a rocky mountainside.,dmas_fa000323_d01_cc1024.jpg
FA000325,Fine Art,Oil Painting,,William Henry Bond,1904,,,,,Oil paint on canvas,Whole: 600 mm x 910 mm,This painting by William H. Bond is a view of Old Shoreham Bridge in the snow. The wooden bridge stretches out into the distance where there are trees and snow covered fields.,dmas_fa000325_d01_cc1024.jpg
FA000342,Fine Art,Oil Painting,,Henry La Thangue,c1910-1914,,,,English; British,Oil paint on canvas,support: 845 x 745 mm,This painting by Henry La Thangue shows a hillside view in Provence. A girl in paysanne dress leans on a stick on the side of the hill top surrounded by trees and bushes. Behind are the tops of houses and a church tower.   The painting was presented to Brighton Art Gallery by Mrs La Thangue in 1942.,dmas_fa000342_d02_cc1024.jpg
FA000358,Fine Art,Oil Painting,,George James Coates,1909,,,,Australian,Oil paint on canvas,Support: 612 mm x 509 mm,"This half length portrait painting by George Coates shows a woman in Edwardian dress including a wide brimmed dark hat, a dark dress and a pale necktie. She is painted against a dark background and in places her clothing merges entirely with this. The subject's face stands out as the bright spot in a somber composition.",dmas_fa000358_d01_cc1024.jpg
FA000360,Fine Art,Oil Painting,,Charles Conder,1905,,,,English; British,Oil paint on canvas,support: 505 x 917 mm,"This painting by Charles Condor shows figures  hurrying along with their heads bent into the wind as waves break over the road. White cliffs can be seen in the right-hand side of the picture.
Charles Conder was born in England in 1868 but went to live in Australia in 1884 where he painted many landscapes. In 1890 he headed to Europe to continue his artistic aspirations and four years later he moved to London and was elected a member of the New English Art Club.",dmas_fa000360_d01_cc1024.jpg
FA000363,Fine Art,Oil Painting,,Constance Rea,c1910-1912,,,,English; British,Oil paint on canvas,Whole: 880 mm x 932 mm,"This painting by Constance Rae shows a group of four ladies in flowing, nineteenth century dresses standing in a woodland setting.",dmas_fa000363_d01_cc1024.jpg
FA000365,Fine Art,Painting,,Terrick Williams,1903,,,,Welsh,Oil paint on canvas,Whole: 1045 mm x 1402 mm x 97 mm,"This painting by Terrick Williams shows figures digging, with horses and cart  on a beach at low tide. On the right stand women with baskets. Pale cliffs can be seen behind.
The subject is probably Concarneau, Brittany, where Williams frequently worked between 1900-4.",dmas_fa000365_d01_cc1024.jpg
FA000366,Fine Art,Oil Painting,,Herbert E P Hughes-Stanton,1905,,,,English; British,Oil paint on canvas,Support: 715 mm x 1020 mm; Frame: 1010 mm x 1340 mm x 130 mm,This painting by Herbert  Hughes-Stanton shows the ruin of Corfe Castle. The castle is standing on a hill within a flat landscape with a village to the right.,dmas_fa000366_d01_cc1024.jpg
FA000374,Fine Art,Oil Painting,,William Shackleton,1904,,,,English; British,Oil paint on canvas,Support: 767 mm x 863 mm,"This painting shows a tree lined lake, with a boat, bridge and deer, at sunset. It is painted in red-blue tones, with thick impasto on the boat awning.",dmas_fa000374_d01_cc1024.jpg
FA000376,Fine Art,Oil Painting,,Herbert Alfred Bone,1898,,,,,Oil paint on canvas,Whole: 709 mm x 917 mm,"This painting shows a lady on a white horse crossing a bridge to a house on the other side. On the right hand side of the bridge sits a peacock and dog, in the moat below there is a swan.",dmas_fa000376_d01_cc1024.jpg
FA000381,Fine Art,Oil Painting,,George Dunlop Leslie,c1879,,,,English; British,Oil paint on canvas,support: 814 x 1118 mm,"This painting was painted by George Dunlop Leslie around 1879. It shows a young girl leaning against her mother, who reads a book. A doll lies beside them on the patterned sofa.",dmas_fa000381_d01_cc1024.jpg
FA000385,Fine Art,Oil Painting,,(after) John Russell,,,,,English; British,Oil paint on canvas,Support: 614 mm x 512 mm,This oil painting is titled Martha Gunn and the Prince of Wales. It depicts the Brighton Bather Martha Gun holding teh Prince Regent as a child. Bathers and Dippers can be seen in the bottom right hand corner.,dmas_fa000385_d01_cc1024.jpg
FA000387,Fine Art,Oil Painting,,Giuseppe Bazzani,18th Century,,,,Italian,Oil paint on canvas,Whole: 857 mm x 670 mm,"In this painting by Guiseppe Bazzani, St Margaret is seen looking upwards at the faces of two cherubim, she holds an open book in her one of her hands. By her feet is a dog.",dmas_fa000387_d01_cc1024.jpg
FA000388,Fine Art,Oil Painting,,Glyn Philpot,1925,,,,English; British,Oil paint on canvas,Support: 1120 mm x 871 mm,"This oil painting by Glyn Philpot shows a young golden haired figure, his cloak billowing above him, kneeling among crocuses at the lighted threshold, bearing a lily.
Exhibited 
London, Royal Academy, 1925, no. 36. 
Pittsburgh, Carnegie Institute,International Exhibition of Paintings, 1925, no. 99. 
Venice,Biennale Exhibition, 1928. 
Eastbourne, Towner Art Gallery,120th Special Exhibition, Christianity in Art, 1940, no. 28. 
London, Tate Gallery,Memorial Exhibition, 1938, no. 72. 
Brighton Art Gallery,Autumn Exhibition, 1938, no. 38. 
London, Institute of Contemporary Art, Suffolk Street,Ten Decades of Art, 1951, no. 201. 
Brighton Art Gallery,Glyn Philpot, 1953, no. 15. 
London, Leighton House Retrospective Exhibitions, 1959, no. 34. 
Art Exhibitions Bureau, 1959-60. 
Worthing Art Gallery,Glyn Philpot, 1962, no. 15. 
Ashmolean Museum, Oxford,Glyn Philpot, 1976, no. 16.",dmas_fa000388_d01_cc1024.jpg
FA000389,Fine Art,Oil Painting,,Aaron Penley,1851,,,,,Oil paint on canvas,Whole: 635 mm x 841 mm,This painting shows the Music Room in the Royal Pavilion thronged with people for the Grand Re-Opening in 1851.,dmas_fa000389_d01_cc1024.jpg
FA000395,Fine Art,Oil Painting,,Lawrence Koe,c1908-1911,,,,English; British,Oil paint on canvas,Whole: 610 mm x 512 mm,"This painting by Laurence Koe is reminiscent of the Symbolist style of painting in the late nineteenth century. It depicts a couple in flowing dress in an embrace in a cornfield with woodland, blue skies and clouds in the background.",dmas_fa000395_d02_cc1024.jpg
FA000408,Fine Art,Oil Painting,,Arthur Trevethin Nowell,1935,,,,Welsh,Oil paint on canvas,Support: 763 mm x 636 mm,This half length portrait of Queen Mary by Arthur Trevethin Nowell shows the Queen wearing a tiara and pearl necklace.,dmas_fa000408_d01_cc1024.jpg
FA000416,Fine Art,Oil Painting,,Robert Charles Goff,Mid-Late 19th Century; Early 20th Century,,,,English; British,Oil paint on canvas,Support: 171 mm x 248 mm; Frame: 370 mm x 447 mm x 40 mm,This painting by Robert Goff shows figures on a combine harvester beside a haystack with cattle in the foreground on an overcast day.,dmas_fa000416_d01_cc1024.jpg
FA000419,Fine Art,Oil Painting,,Charles Gogin,Late 19th Century ; Early 20th Century,,,,English; British,Oil paint on board,Support: 257 mm x 569 mm,"This painting by Charles Gogin shows a sloping terrain beneath ochre clouds. A tree stands to the left and a patch of sunlight breaks over a distant hill.
Walberton is a village located near to Arundel in West Sussex.",dmas_fa000419_d01_cc1024.jpg
FA000422,Fine Art,Oil Painting,,Frederick Dubery,20th Century,,,,English; British,Oil paint on canvas,Support: 261 mm x 585 mm,This painting by Fred Dubery shows a view along a deserted beach. The sand is a dirty brown and the sky is low. The sea is calm. A white canoe is visible in the foreground.,dmas_fa000422_d01_cc1024.jpg
FA000433,Fine Art,Oil Painting,,English School,c1650,,,,English; British,Oil paint on wood panel,Whole: 495 mm x 430 mm,This painting is a head and shoulders portrait of Oliver Cromwell. He is wearing back armour and a white collar.,dmas_fa000433_d01_cc1024.jpg
FA000437,Fine Art,Oil Painting,,Bernard Louis Borione,c.1895,,,,,Oil paint on board,Whole: 402 mm x 322 mm,"This portrait by Bernard Louis Borione is of a smiling cardinal in red robes sitting in a chair, beside him on a table is a silver coffee jug and cup.",dmas_fa000437_d01_cc1024.jpg
FA000438,Fine Art,Oil Painting,,Emily Murray Paterson,20th Century,,,,Scottish,Oil paint on panel,Support: 349 mm x 270 mm,"This oil painting by Emily Paterson shows the arches of the inner courtyard of Doge's Palace, Venice, with statue and fountain basins.",dmas_fa000438_d01_cc1024.jpg
FA000441,Fine Art,Oil Painting,,Samuel John Peploe,c1930,,,,Scottish,Oil paint on canvas,Whole: 462 mm x 410 mm,"This oil painting by Samuel Peploe shows a yellow jug, a bowl of fuit and an orange in the foreground.",dmas_fa000441_d01_cc1024.jpg
FA000442,Fine Art,Oil Painting,,Francis Campbell Bolleau Cadell,Early 20th Century,,,,Scottish,Oil paint on plywood,Support: 448 mm x 372 mm,"This painting by F C B Cadell shows an athletic naked male figure in a an active pose. A second, female, figure is sketched in outline to the left.
The work is painted over a coastal scene which remains clearly visible beneath the figure. There is also a landscape on the reverse of the board.",dmas_fa000442_d02_cc1024.jpg
FA000447,Fine Art,Oil Painting,,Sarah Paxton Ball Dodson,Early 20th Century,,,,American,Oil paint on canvas,Support: 194 mm x 253 mm,"This painting by Sarah P. Ball Dodson shows a woman's head slightly reclining. She wears a wide white ruffled collar and a pointed red cap like the Liberty caps of the French revolution.
Dodson was born in America but spent her working life in Brighton.",dmas_fa000447_d01_cc1024.jpg
FA000452,Fine Art,Oil Painting,,James Torrance,1897,,,,,Oil paint on canvas,Whole: 305 mm x 231 mm,"This painting shows a woman dressed in late Victorian dress opening a parasol, two young girls stand either side of her. In the background a man stands in attendance beneath a tree which casts a dappled shadow over the group.",dmas_fa000452_d02_cc1024.jpg
FA000473,Fine Art,Oil Painting,,English School,1845,,,,English; British,Oil paint on canvas,Whole: 148 mm x 193 mm,"In this painting several fishing boats, rowing boats, fishermen and women with baskets stand on the shore. Two boats can be seen in the distance at sea.",dmas_fa000473_d01_cc1024.jpg
FA000474,Fine Art,Oil Painting,,English School,c1820; Regency,,,,English; British,Oil paint on canvas,Whole: 251 mm x 314 mm,"This painting shows a calm lake with a sailing boat on it, on either side are grassy banks and trees. On the right hand bank a figure of a man sits with a dog beside him. In the distance are mountains, rolling clouds and sky.",dmas_fa000474_d01_cc1024.jpg
FA000484,Fine Art,Oil Painting,,English School,c1850,,,,English; British,Oil paint on wood panel,Whole: 231 mm x 314 mm,This landscape painting shows a valley with steep rocks on either side. A river runs between the valley with a rocky landscape in the foreground.,dmas_fa000484_d01_cc1024.jpg
FA000526,Fine Art,Oil Painting,,English School,c1775,,,,English; British,Oil paint on copper,Whole: 224 mm x 170 mm,"This painting shows Christ with his wrists bound, wearing a crown of thorns and a red garment around his shoulders.",dmas_fa000526_d01_cc1024.jpg
FA000531,Fine Art,Oil Painting,,English School,c1830; Regency,,,,English; British,Oil paint on canvas,Whole: 505 mm x 620 mm,"In the centre of this painting Christ, wearing a red robe, beckons to a grey figure in a shroud to the left. Christ is surrounded by onlookers, some on their knees praying.",dmas_fa000531_d01_cc1024.jpg
FA000532,Fine Art,Oil Painting,,English School,c1880,,,,English; British,Oil paint on canvas,Whole: 530 mm x 700 mm,"This painting depicts the Old Testament story in the Bible of Lot being made drunk by his daughters. He sits slumped in a chair wearing a red robe, one daughter fills the goblet he holds in his hands whilst the other daughter holds his arms on the other side of him. Behind them in the distance the City of Sodom burns.",dmas_fa000532_d01_cc1024.jpg
FA000533,Fine Art,Oil Painting,,English School,c1850,,,,English; British,Oil paint on canvas,Whole: 630 mm x 490 mm,In this painting we can faintly see the image of a monk.,dmas_fa000533_d01_cc1024.jpg
FA000535,Fine Art,Oil Painting,,English School,c1800; Regency,,,,English; British,Oil paint on canvas,Whole: 560 mm x 440 mm,This painting shows a woman in a dark room dressed head to toe in white. She leans on a plinth with an open book in front of her.,dmas_fa000535_d01_cc1024.jpg
FA000536,Fine Art,Oil Painting,,English School,c1840,,,,English; British,Oil paint on canvas,Whole: 570 mm x 450 mm,This painting shows an elderly man dressed in a black coat sitting down with his hands on a walking stick.,dmas_fa000536_d01_cc1024.jpg
FA000539,Fine Art,Oil Painting,,English School,c1770,,,,English; British,Oil paint on canvas,Whole: 540 mm x 612 mm,In this painting an eighteenth century Man O' War in full sail can be seen in an Italian seaport. To the left are several moored boats and a building. In the foreground figures can be seen working on the harbourside.,dmas_fa000539_d01_cc1024.jpg
FA000541,Fine Art,Oil Painting,,Frederick Earp,c1890,,,,English; British,Oil paint on canvas,Support: 355 mm x 534 mm,"This painting by Frederick Earp shows haymakers and cowherds in rolling downland.
Frederick Earp was part of a large family of artists spanning at least four generations. Many Earps painted in Brighton and Sussex.",dmas_fa000541_d01_cc1024.jpg
FA000552,Fine Art,Oil Painting,,George Smith,,,,,English; British,Oil paint on canvas,frame dimensions: 0767/0635/0097; support dimensions: 0512/0413,"In this oil painting entitled Have Some Nuts, two young children are gathering nuts by a country path. Their school books lie on the grass beside them.",dmas_fa000552_d01_cc1024.jpg
FA000557,Fine Art,Oil Painting,,Eugen Von Blaas,1883,,,,,Oil paint on canvas,Whole: 410 mm x 265 mm,"This painting shows a peasant girl with black ringlets and a red rose in her hair, with one hand on her hip glancing coyly to the right of her. She wears peasant's smock and carries a basket on her right arm.",dmas_fa000557_d01_cc1024.jpg
FA000561,Fine Art,Oil Painting,,William Earp,19th Century,,,,,Oil paint on canvas,Whole: 306 mm x 607 mm,"This painting, by local artist William Earp, shows a view along Brighton seafront. To the left is a line of boats moored up on the beach. The Chain Pier can be seen in the distance. On the right hand side of the picture is the promenade and Marine Parade.",dmas_fa000561_d01_cc1024.jpg
FA000562,Fine Art,Oil Painting,,Richard Henry Nibbs,1886,,,,English; British,Oil paint on canvas,frame dimensions: 0576/0703/0062; support dimensions: 0345/0472,"In this oil painting entitled Old Grammar School, Steyning, a woman and child are featured in a heavily beamed room. It is sparsely furnished with desks and benches.",dmas_fa000562_d01_cc1024.jpg
FA000563,Fine Art,Oil Painting,,Bernard Louis Borione,c.1895,,,,,Oil paint on canvas,Whole: 463 mm x 332 mm,This painting shows a moustachio'd mandolin player dressed in a ruff and red velvet sitting on a table in a room with tapestries hanging from the walls.,dmas_fa000563_d01_cc1024.jpg
FA000581,Fine Art,Oil Painting,,Theodore Roussel,c.1880,,,,English; French,Oil paint on canvas,Support: 607 mm x 457 mm,This painting by Theodore Roussel shows a still life comprising of a silver jug with a sprig of apple blossom against a background of grey drapery.,dmas_fa000581_d01_cc1024.jpg
FA000582,Fine Art,Oil Painting,,Charles Gogin,Early-Mid 20th Century,,,,English; British,Oil paint on board,Support: 335 mm x 660 mm; Frame: 500 mm x 830 mm x 55 mm,This painting by Charles Gogin shows a landscape view of a wooded area on a hill with a variety of trees on a relatively overcast day.,dmas_fa000582_d01_cc1024.jpg
FA000586,Fine Art,Oil Painting,,Alison Smith,20th Century,,,,English; British,Oil paint on canvas,Whole: 610 mm x 840 mm,"This oil painting by Alison Smith shows a crowd of people strolling on a sunny day. A man in a bowler hat talks to woman in the far left of the painting. In the centre of the picture a woman walks with an umbrella, behind her a couple are walking with their young daughter. One man is leaning on a letter box talking to another man, both are wearing flat caps. In the far right of the picture the back of a man walking with his dog can be seen. Sunlight shines across the right hand corner of the picture and there are large white clouds in the sky.",dmas_fa000586_d01_cc1024.jpg
FA000599,Fine Art,Oil Painting,,Frederick Footet,1930,,,,English; British,Oil paint on canvas,frame: 920 x 1065 x 75 mm; support: 708 x 855 mm,"This painting by F. Footet shows an impression of a pink skied, placid sunrise with a pink yacht sailing reflected in the foreground sea. In the background greenish hills can be seen.",dmas_fa000599_d01_cc1024.jpg
FA000606,Fine Art,Oil Painting,,James Clarke Hook,1863,,,,,Oil paint on canvas,Whole: 672 mm x 930 mm,This painting by James Hook shows a sailor and his bride celebrating their wedding. They sit amongst some rocks with plates of food with several other fisher-folk. Behind them is the sea and on the right is a rocky shoreline with fishing huts and boat-houses. The scene is set in Scilly Isles where Hook was lodging in 1863.,dmas_fa000606_d01_cc1024.jpg
FA000614,Fine Art,Oil Painting,,Francesco Rafaello Santoro,1888,,,,Italian,Oil paint on canvas,Support: 755 mm x 1357 mm,"This painting is a view of buildings at Ponte Vecchio, overlooking the river with its three bridges.",dmas_fa000614_d01_cc1024.jpg
FA000619,Fine Art,Oil Painting,,William Gunning King,1921,,,,English; British,Oil paint on canvas,Whole: 1422 mm x 1115 mm x 28mm,This is a painting of a woman and her son sitting together on a sofa. They are dressed in clothes that are typical of the 1920's.,dmas_fa000619_d01_cc1024.jpg
FA000620,Fine Art,Oil Painting,,William Ashford,1797; Regency,,,,,Oil paint on canvas,Whole: 1290 mm x 1628 mm,"This painting shows a distant view of Dublin from Phoenix Park. There are trees to the right of the picture and in the distance a bridge, river and buildings can be seen.",dmas_fa000620_d01_cc1024.jpg
FA000622,Fine Art,Oil Painting,,Chinese School,c1800; Regency,,,,,Oil paint on board,Whole: 434 mm x 562 mm,"This scene shows two Chinese women spinning cotton together, the interior that they sit in opens out into a walled garden with a tree.",dmas_fa000622_d01_cc1024.jpg
FA000628,Fine Art,Oil Painting,,J Attree,1846,,,,,Oil paint on wood panel,Whole: 204 mm x 253 mm,"This painting shows St Peter's Church in the centre distance, in the foreground are several small dwellings, a figure hanging out washing on the line and a cart and horses.",dmas_fa000628_d01_cc1024.jpg
FA000629,Fine Art,Oil Painting,,English School,c1820; Regency,,,,English; British,Oil paint on canvas,Whole: 141 mm x 188 mm,This painting shows rowing boats on a beach with several fisherman folding nets. To the right are wooden groynes and in the distant sea are several ships.,dmas_fa000629_d01_cc1024.jpg
FA000631,Fine Art,Oil Painting,,Lam Qua II,1864,,,,,Oil paint on canvas,Painting: 787 mm x 622 mm; Frame 893 x  728 x 51(after frame build up)mm; rebate size 851 x 686,"This portrait by Lam Qua II is of a Chinese Mandarin, a court official, dressed in ceremonial dress and beads.",dmas_fa000631_d01_cc1024.jpg
FA000632,Fine Art,Oil Painting,,Lam Qua II,1864,,,,,Oil paint on canvas,Whole: 785 mm x 620 mm,This portrait by Lam Qua II is of a Chinese woman wearing a blue and black robe with green cuffs. She wears green and brown bracelets on her wrists and is sitting with her right facing arm resting on a table that has a bowl of flowers on it.,dmas_fa000632_d01_cc1024.jpg
FA000640,Fine Art,Oil Painting,,Charles Gogin,Early-Mid 20th Century,,,,English; British,Oil paint on canvas,Support: 499 mm x 389 mm; Frame: 700 mm x 603 mm x 80 mm,This painting by Charles Gogin shows the head and shoulders of Alma Gogin. She faces forward wearing a black trimmed red jacket.,dmas_fa000640_d01_cc1024.jpg
FA000642,Fine Art,Oil Painting,,Robert Watson,1903,,,,English; British,Oil paint on canvas,Whole: 925 mm x 1113 mm,This painting by Robert Watson shows sheep and lambs in misty moorland.,dmas_fa000642_d01_cc1024.jpg
FA000643,Fine Art,Oil Painting,,William Ashford,1797; Regency,,,,,Oil paint on canvas,Whole: 1290 mm x 1910 mm,This painting shows a distant view of Dublin Harbour and the mountains beyond. Trees frame the painting on either side whilst in the centre foreground a haycart and figures can be seen.,dmas_fa000643_d01_cc1024.jpg
FA000647,Fine Art,Oil Painting,,William Benjamin Chamberlin,Early 20th Century,,,,English; British,Oil paint on canvas,Support: 358 mm x 256 mm,"This painting by W.B. Chamberlin shows a room with an open glass door looking out to a garden. 
An armchair and a suspended chandelier are the only objects to intrude in an otherwise empty space.  The artist has paid particular attention to the mottled colours on the polished stone floor of the room.",dmas_fa000647_d01_cc1024.jpg
FA000648,Fine Art,Oil Painting,,Ellen Warrington,,,,,English; British,Oil paint on canvas,Support: 457 mm x 610 mm,This painting by Ellen Warrington shows a purple cineraria in a flower pot on a window ledge.,dmas_fa000648_d01_cc1024.jpg
FA000655,Fine Art,Oil Painting,,Paul-Emile Mangeant,1902,,,,French,Oil paint on canvas,frame dimensions: 0640/0557/0058; support dimensions: 0470/0382,This painting by P E Mangeant shows a young girl drawing aside a curtain to look out of a window.,dmas_fa000655_d01_cc1024.jpg
FA000657,Fine Art,Oil Painting,,Gaston La Touche,Early 20th Century,,,,French,Oil paint on canvas,support: 1650 x 1805 mm,In this painting by Gaston La Touche a gathering of swans can be seen in a lake with an ornate waterfall flowing with water behind them.,dmas_fa000657_d01_cc1024.jpg
FA000668,Fine Art,Oil Painting,,Rex Vicat Cole,1922,,,,English; British,Oil paint on canvas,Whole: 915 mm x 1220 mm,"This painting by Rex Vicat Cole shows a windmill and other farm buildings almost in silhouette against bright white clouds.
{i}The Mill {/i} has been a widely appreciated painting and has been exhibited at:
Liverpool, 1928; 
Oldham, 1929; 
Southport, 1929; 
ROI, 1929;  
Portsmouth City Art Gallery; Bradford, Cartwright Hall,The Cole Family: Painters of the English Landscape 1838-1975, 1988, no. 107. 
Rex was the third in a line of four generations of successful English painters. Brighton & Hove Museums holds works by his grandfather George Cole (1810-1883) and his son John Cole (1903-1975) but nothing by his father George Vicat Cole (1833-1893).",dmas_fa000668_d01_cc1024.jpg
FA000669,Fine Art,Oil Painting,,English School,c1820; Regency,,,,English; British,Oil paint on canvas,support: 1345 x 1040 mm,"This oil painted portrait is of Captain Smauel Brown, the designer and builder of the Chain Pier.",dmas_fa000669_d02_cc1024.jpg
FA000673,Fine Art,Oil Painting,,British (English) School,c1860,,,,British; English,Oil paint on canvas,Whole: 1340 mm x 1075 mm,This painting three-quarter length portrait of a man in mayoral robes. His right hand rests on a pile of books on a desk.,dmas_fa000673_d01_cc1024.jpg
FA000682,Fine Art,Oil Painting,,Emily Murray Paterson,20th Century,,,,Scottish,Oil paint on canvas,Support: 405 mm x 330 mm,"This oil painting by Emily Paterson shows white roses, sometimes tinged with pink, in a glass vase.",dmas_fa000682_d01_cc1024.jpg
FA000685,Fine Art,Oil Painting,,Rex Vicat Cole,1935,,,,English; British,Oil paint on canvas,Support: 860 mm x 1180 mm,"This painting by Rex Vicat Cole shows stone buildings in the middle distance framed by trees in the foreground.
The buildings are the parish church and village of Cartmel in Cumbria, Northern England. The rest of the Augustinian priory was destroyed as part of  the Dissolution of the Monasteries during the reign of King Henry VIII (1491 -1547).
Rex Cole was the third in a line of four generations of successful English painters. Brighton & Hove Museums holds works by his grandfather George Cole (1810-1883) and his son John Cole (1903-1975) but nothing by his father George Vicat Cole (1833-1893).",dmas_fa000685_d01_cc1024.jpg
FA000687,Fine Art,Oil Painting,,Herbert E P Hughes-Stanton,1922,,,,English; British,Oil paint on canvas,Support: 865 mm x 1500 mm,This painting by Herbert Edwin Hughes-Stanton presents a distant view of Avignon Hill and town.,dmas_fa000687_d01_cc1024.jpg
FA000688,Fine Art,Oil Painting,,John Collier,1900,,,,English; British,Oil paint on canvas,Support: 1300 mm x 1010 mm,"This portrait painting by John Collier shows an elderly woman seated in a gown decorated with pink flowers. She holds a half folded fan in her lap.
John Collier was a highly successful portrait painter and a member of the Pre-Raphaelite school.
Collier kept a log of his portraits and their sale, a copy of which is in the Heinz library at the National Portrait Gallery. The record for this picture reads: 1900.  Mrs Griffith, 50 x 40, 96 Harley Street, £210",dmas_fa000688_d01_cc1024.jpg
FA000689,Fine Art,Oil Painting,,Frederick George Cotman,Early 20th Century,,,,English; British,Oil paint on canvas,Support: 1070 mm x 1360 mm,"This painting by F.G. Cotman shows a young woman sat before a fireplace and a spinning wheel. She is holding her hands clasped in front of her and staring into the middle distance as if rapt by a vision.
Brighton & Hove Museums holds another painting by Cotman titled {i} Sunset, St Ives {/i}.",dmas_fa000689_d01_cc1024.jpg
FA000690,Fine Art,Oil Painting,,James Bennett,19th Century,,,,,Oil paint on canvas,Whole: 584 mm x 890 mm,This painting shows rolling fields and a steam train emerging to the right . Preston Church is visible in the distance.,dmas_fa000690_d01_cc1024.jpg
FA000691,Fine Art,Oil Painting,,James Bennett,,,,1951,,Oil paint on canvas,Whole: 585 mm x 889 mm,"This painting is a landscape of rolling hills and trees. In the distance Preston Church tower appears above the trees with Preston Manor to the left.  A distant train approaches whilst a figure sits and sketches in the foreground.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_fa000691_d01_cc1024.jpg
FA000692,Fine Art,Oil Painting,,British (English) School,c1850,,,,British; English,Oil paint on canvas,Whole: 615 mm x 1072 mm,"In this painting a sailing boat leans to one side in the wind on the choppy sea, whilst to the right is the coastline. In the distance, on a hill, is a windmill.",dmas_fa000692_d01_cc1024.jpg
FA000693,Fine Art,Oil Painting,,Edward Armfield,19th Century,,,,,Oil paint on canvas,Whole: 711 mm x 915 mm,"This painting shows two dogs, one black and one white and brown, confronting a fox over a dead pheasant that lies between them.",dmas_fa000693_d01_cc1024.jpg
FA000695,Fine Art,Oil Painting,,Edward Armfield,19th Century,,,,,Oil paint on canvas,Whole: 711 mm x 915 mm,This painting shows a white dog and a white dog lying in wait in a stable.,dmas_fa000695_d01_cc1024.jpg
FA000701,Fine Art,Oil Painting,,English School,c1860,,,,English; British,Oil paint on canvas,Whole: 755 mm x 1211 mm,This painting shows a country track beside a stream in a woody landscape. Across the stream is a wooden bridge and two figures stand nearby. In the distance Lewes Road Viaduct stretches across the horizon with the steam from a train rising into the sky and clouds above.,dmas_fa000701_d01_cc1024.jpg
FA000702,Fine Art,Oil Painting,,Frederick George Cotman,1915,,,,English; British,Oil paint on canvas,Support: 775 mm x 1287 mm,"This painting by F.G. Cotman shows a wide expanse of pale yellow sun-in-cloud sky beneath which a solitary figure works in a half harvested corn field. What may be the sea sits in the haze between land and sky.
Brighton & Hove Museums holds another painting by Cotman titled {i} Spellbound {/i}.",dmas_fa000702_d01_cc1024.jpg
FA000705,Fine Art,Oil Painting,,Edward Armfield,19th Century,,,,,Oil paint on canvas,Whole: 1019 mm x 1273 mm,"This painting shows four dogs, one with an otter in it's mouth, tumbling down a bank into a river.",dmas_fa000705_d01_cc1024.jpg
FA000706,Fine Art,Oil Painting,,Edward Armfield,19th Century,,,,,Oil paint on canvas,Whole: 1016 mm x 1272 mm,This painting shows a brown dog and a white dog barking at a fox who stands over a pheasant.,dmas_fa000706_d01_cc1024.jpg
