ID,Artist-Name,Hammer price,Price Bracket (millions),Average Price,Given Artwork Title,Selected Artwork Title,Date Created,Sale Info, ,Month,Year,Date Sold,Auction House,City,location,Citation
31,Salvador Dali,"$19,292,400.00 ",10-20,"$17,743,723.03 ",Portrait de Paul Eluard (1929),Portrait de Paul Eluard,1929,10 february (Sotheby's LONDON),10,February,2011,"February 10, 2011",(Sotheby's LONDON),London,"51.498382, -0.126210","Salvador Dali, Portrait de Paul Eluard (1929), sold at (Sotheby's LONDON) for $19292400"
51,Shi Su,"$14,677,500.00 ",10-20,"$17,743,723.03 ",Bamboo and Stone,Bamboo and Stone,n/a,16 june (Beijing Highest BEIJING),16,June,2011,"June 16, 2011",(Beijing Highest BEIJING),Beijing,"39.907288, 116.399519","Shi Su, Bamboo and Stone (n/a), sold at (Beijing Highest BEIJING) for $14677500"
40,Shimin Wang,"$16,569,000.00 ",10-20,"$17,743,723.03 ",Landscapes (1647),Landscapes,1647,05 november (Sungari International BEIJING),05,November,2011,"November 05, 2011",(Sungari International BEIJING),Beijing,"39.907288, 116.399519","Shimin Wang, Landscapes (1647), sold at (Sungari International BEIJING) for $16569000"
98,Sigmar Polke,"$8,150,310.00 ",8-10,"$17,743,723.03 ",Dschungel (Jungle) (1967),Dschungel (Jungle),1967,29 june (Sotheby's LONDON),29,June,2011,"June 29, 2011",(Sotheby's LONDON),London,"40.712592, -74.006542","Sigmar Polke, Dschungel (Jungle) (1967), sold at (Sotheby's LONDON) for $8150310"
82,Tao Shi,"$9,169,800.00 ",8-10,"$17,743,723.03 ",Arhat (1666),Arhat,1666,05 december (Poly International BEIJING),05,December,2011,"December 05, 2011",(Poly International BEIJING),Beijing,"39.907288, 116.399519","Tao Shi, Arhat (1666), sold at (Poly International BEIJING) for $9169800"
35,Tao Shi,"$18,355,700.00 ",10-20,"$17,743,723.03 ",Landscape,Landscape,n/a,01 january (Nanjing Jingdian BEIJING),01,January,2011,"January 01, 2011",(Nanjing Jingdian BEIJING),Beijing,"39.907288, 116.399519","Tao Shi, Landscape (n/a), sold at (Nanjing Jingdian BEIJING) for $18355700"
79,Thomas Gainsborough,"$9,325,820.00 ",8-10,"$17,743,723.03 ","Portrait of Mrs. William Villebois, full-length [...] (1777)","Portrait of Mrs. William Villebois, full-length [...]",1777,05 july (Christie's LONDON),05,July,2011,"July 05, 2011",(Christie's LONDON),London,"51.498382, -0.126210","Thomas Gainsborough, Portrait of Mrs. William Villebois, full-length [...] (1777), sold at (Christie's LONDON) for $9325820"
49,Vecellio Tiziano,"$15,000,000.00 ",10-20,"$17,743,723.03 ",A Sacra Conversazione: the Madonna and Child [...] (1560),A Sacra Conversazione: the Madonna and Child [...],1560,27 january (Sotheby's NY),27,January,2011,"January 27, 2011",(Sotheby's NY),New York,"40.712592, -74.006542","Vecellio Tiziano, A Sacra Conversazione: the Madonna and Child [...] (1560), sold at (Sotheby's NY) for $15000000"
96,Willem Van De Velde The Younger,"$8,191,575.00 ",8-10,"$17,743,723.03 ",Dutch men-o'-war and other shipping in a calm (1665),Dutch men-o'-war and other shipping in a calm,1665,06 december (Christie's LONDON),06,December,2011,"December 06, 2011",(Christie's LONDON),London,"51.498382, -0.126210","Willem Van De Velde The Younger, Dutch men-o'-war and other shipping in a calm (1665), sold at (Christie's LONDON) for $8191575"
83,Xiaogang Zhang,"$9,002,000.00 ",8-10,"$17,743,723.03 ",Forever Lasting Love (1988),Forever Lasting Love,1988,03 april (Sotheby's HK),03,April,2011,"April 03, 2011",(Sotheby's HK),Hong Kong,"40.712592, -74.006542","Xiaogang Zhang, Forever Lasting Love (1988), sold at (Sotheby's HK) for $9002000"
60,Yi Hong,"$13,115,500.00 ",10-20,"$17,743,723.03 ",Figure (1939),Figure,1939,09 june (Beijing Jiuge International),09,June,2011,"June 09, 2011",(Beijing Jiuge International),Beijing,"39.907288, 116.399519","Yi Hong, Figure (1939), sold at (Beijing Jiuge International) for $13115500"
23,Yi Ren,"$22,533,000.00 ",20-30,"$17,743,723.03 ",Huafeng People's Wishes to Emperor Yao,Huafeng People's Wishes to Emperor Yao,n/a,16 july (Xiling Yinshe Auction HANGZHOU),16,July,2011,"July 16, 2011",(Xiling Yinshe Auction HANGZHOU),Hangzhou,"30.277995, 120.151978","Yi Ren, Huafeng People's Wishes to Emperor Yao (n/a), sold at (Xiling Yinshe Auction HANGZHOU) for $22533000"
66,Yifei Chen,"$10,934,000.00 ",10-20,"$17,743,723.03 ",Wind of Mountain Village (1994),Wind of Mountain Village,1994,24 may (China Guardian BEIJING),24,May,2011,"May 24, 2011",(China Guardian BEIJING),Beijing,"39.907288, 116.399519","Yifei Chen, Wind of Mountain Village (1994), sold at (China Guardian BEIJING) for $10934000"
22,Yin Tang,"$23,145,000.00 ",20-30,"$17,743,723.03 ",Landscape,Landscape,n/a,09 june (Beijing Jiuge International),09,June,2011,"June 09, 2011",(Beijing Jiuge International),Beijing,"39.907288, 116.399519","Yin Tang, Landscape (n/a), sold at (Beijing Jiuge International) for $23145000"
50,Yu San,"$14,726,560.00 ",10-20,"$17,743,723.03 ",Five Nudes (1950),Five Nudes,1950,30 may (Ravenel Art Group HK),30,May,2011,"May 30, 2011",(Ravenel Art Group HK),Hong Kong,"22.283970, 114.160031","Yu San, Five Nudes (1950), sold at (Ravenel Art Group HK) for $14726560"
80,Zeng Fan,"$9,258,000.00 ",8-10,"$17,743,723.03 ",Figure (1997),Figure,1997,09 june (Beijing Jiuge International),09,June,2011,"June 09, 2011",(Beijing Jiuge International),Beijing,"39.907288, 116.399519","Zeng Fan, Figure (1997), sold at (Beijing Jiuge International) for $9258000"
99,Zhou Huang,"$8,116,499.00 ",8-10,"$17,743,723.03 ",Horse training (1976),Horse training,1976,22 may (China Guardian BEIJING),22,May,2011,"May 22, 2011",(China Guardian BEIJING),Beijing,"39.907288, 116.399519","Zhou Huang, Horse training (1976), sold at (China Guardian BEIJING) for $8116499"
