ID,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
53156,D25819,"Turner, Joseph Mallord William",artist,558,"St Johns-in-the-Vale, Cumbria",1831,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831,1856,support: 114 x 187 mm,114,187,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25819_8.jpg,http://www.tate.org.uk/art/artworks/turner-st-johns-in-the-vale-cumbria-d25819
53244,D25907,"Turner, Joseph Mallord William",artist,558,Blank,c.1831,,Accepted by the nation as part of the Turner Bequest 1856,1831,1856,support: 115 x 187 mm,115,187,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d25907
53283,D25946,"Turner, Joseph Mallord William",artist,558,Part of Melrose Abbey; and a View Melrose Vale,1831,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831,1856,support: 113 x 185 mm,113,185,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25946_8.jpg,http://www.tate.org.uk/art/artworks/turner-part-of-melrose-abbey-and-a-view-melrose-vale-d25946
53369,D26032,"Turner, Joseph Mallord William",artist,558,Berwick,1831,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831,1856,support: 113 x 185 mm,113,185,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26032_8.jpg,http://www.tate.org.uk/art/artworks/turner-berwick-d26032
53608,D26271,"Turner, Joseph Mallord William",artist,558,Falls of Clyde: Corra Linn,1834,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834,1856,support: 190 x 113 mm,190,113,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26271_8.jpg,http://www.tate.org.uk/art/artworks/turner-falls-of-clyde-corra-linn-d26271
53717,D26380,"Turner, Joseph Mallord William",artist,558,Doune Castle and Teith Bridge from the West,1834,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834,1856,support: 190 x 113 mm,190,113,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26380_8.jpg,http://www.tate.org.uk/art/artworks/turner-doune-castle-and-teith-bridge-from-the-west-d26380
53721,D26384,"Turner, Joseph Mallord William",artist,558,Continuation of a View from ‘Camp Hill’,1834,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834,1856,support: 113 x 190 mm,113,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26384_8.jpg,http://www.tate.org.uk/art/artworks/turner-continuation-of-a-view-from-camp-hill-d26384
53843,D26506,"Turner, Joseph Mallord William",artist,558,"Ben Venue, From Across Loch Katrine",1831,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831,1856,support: 125 x 201 mm,125,201,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26506_8.jpg,http://www.tate.org.uk/art/artworks/turner-ben-venue-from-across-loch-katrine-d26506
54326,D26991,"Turner, Joseph Mallord William",artist,558,"River Oich, Fort Augustus",1831,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831,1856,support: 150 x 180 mm,150,180,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26991_8.jpg,http://www.tate.org.uk/art/artworks/turner-river-oich-fort-augustus-d26991
54833,D27506,"Turner, Joseph Mallord William",artist,558,Standing Figure,c.1832,Chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856,support: 184 x 72 mm,184,72,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27506_8.jpg,http://www.tate.org.uk/art/artworks/turner-standing-figure-d27506
54896,D27569,"Turner, Joseph Mallord William",artist,558,"Vignette Study, possibly for ‘Gertrude of Wyoming’ for ‘Campbell’s Poetical Works’",c.1835-6,Graphite and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1835,1856,support: 179 x 226 mm,179,226,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27569_8.jpg,http://www.tate.org.uk/art/artworks/turner-vignette-study-possibly-for-gertrude-of-wyoming-for-campbells-poetical-works-d27569
54915,D27588,"Turner, Joseph Mallord William",artist,558,Vignette Study of Boat in Waves; ?Study for ‘Lord Ullin’s Daughter’ for Campbell’s ‘Poetical Works’,c.1835-6,Graphite and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1835,1856,support: 171 x 237 mm,171,237,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27588_8.jpg,http://www.tate.org.uk/art/artworks/turner-vignette-study-of-boat-in-waves-study-for-lord-ullins-daughter-for-campbells-d27588
54959,D27632,"Turner, Joseph Mallord William",artist,558,"Vignette Study for Moore’s ‘The Epicurean’; Nymphs of the Nile, Bathing Scene",c.1837-8,Graphite and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1837,1856,support: 238 x 160 mm,238,160,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27632_8.jpg,http://www.tate.org.uk/art/artworks/turner-vignette-study-for-moores-the-epicurean-nymphs-of-the-nile-bathing-scene-d27632
55412,D28093,"Turner, Joseph Mallord William",artist,558,"The Church of Saints Hermes and Alexander, Theux, from the Liège-Spa Road, with the Castle of Franchimont Seen on the Brow of the Hill in the Distance",1839,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856,support: 94 x 154 mm,94,154,,mm,,,http://www.tate.org.uk/art/images/work/D/D28/D28093_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-church-of-saints-hermes-and-alexander-theux-from-the-liege-spa-road-with-the-d28093
56137,D28821,"Turner, Joseph Mallord William",artist,558,?A Dark Interior or Curtained Bed,c.1834-6,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1834,1856,support: 77 x 101 mm,77,101,,mm,,,http://www.tate.org.uk/art/images/work/D/D28/D28821_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-dark-interior-or-curtained-bed-d28821
56753,D29488,"Turner, Joseph Mallord William",artist,558,Coast Scene,c.1835-40,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1835,1856,support: 146 x 103 mm,146,103,,mm,,,http://www.tate.org.uk/art/images/work/D/D29/D29488_8.jpg,http://www.tate.org.uk/art/artworks/turner-coast-scene-d29488
56901,D29639,"Turner, Joseph Mallord William",artist,558,Two Views near Namur,1833,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1833,1856,support: 113 x 185 mm,113,185,,mm,,,http://www.tate.org.uk/art/images/work/D/D29/D29639_8.jpg,http://www.tate.org.uk/art/artworks/turner-two-views-near-namur-d29639
57834,D30584,"Turner, Joseph Mallord William",artist,558,View Downstream to the Mäuseturm and Burg Rheinstein,1840,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1840,1856,support: 170 x 104 mm,170,104,,mm,,,http://www.tate.org.uk/art/images/work/D/D30/D30584_8.jpg,http://www.tate.org.uk/art/artworks/turner-view-downstream-to-the-mauseturm-and-burg-rheinstein-d30584
57996,D30755,"Turner, Joseph Mallord William",artist,558,Landscape with Engelhaus Castle near Carlsbad,1835,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1835,1856,support: 190 x 118 mm,190,118,,mm,,,http://www.tate.org.uk/art/images/work/D/D30/D30755_8.jpg,http://www.tate.org.uk/art/artworks/turner-landscape-with-engelhaus-castle-near-carlsbad-d30755
58226,D30987,"Turner, Joseph Mallord William",artist,558,"The Bastei and its Bridge, Looking towards Felsenburg Neurathen, with Lilienstein in the Distance",1835,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1835,1856,support: 170 x 104 mm,170,104,,mm,,,http://www.tate.org.uk/art/images/work/D/D30/D30987_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-bastei-and-its-bridge-looking-towards-felsenburg-neurathen-with-lilienstein-in-d30987
58643,D31410,"Turner, Joseph Mallord William",artist,558,(1) (2) The Infrastructure of the Walhalla; (3) Castle on Distant Hill,1840,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1840,1856,support: 198 x 126 mm,198,126,,mm,,,http://www.tate.org.uk/art/images/work/D/D31/D31410_8.jpg,http://www.tate.org.uk/art/artworks/turner-1-2-the-infrastructure-of-the-walhalla-3-castle-on-distant-hill-d31410
58821,D31597,"Turner, Joseph Mallord William",artist,558,Buildings; [inscriptions by Turner],1833,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1833,1856,support: 184 x 113 mm,184,113,,mm,,,http://www.tate.org.uk/art/images/work/D/D31/D31597_8.jpg,http://www.tate.org.uk/art/artworks/turner-buildings-inscriptions-by-turner-d31597
59150,D31930,"Turner, Joseph Mallord William",artist,558,"The Island of San Giorgio Maggiore, with a Gondola",1833,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1833,1856,support: 203 x 109 mm,203,109,,mm,,,http://www.tate.org.uk/art/images/work/D/D31/D31930_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-island-of-san-giorgio-maggiore-with-a-gondola-d31930
59290,D32072,"Turner, Joseph Mallord William",artist,558,?On the Giudecca,1833,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1833,1856,support: 203 x 109 mm,203,109,,mm,,,http://www.tate.org.uk/art/images/work/D/D32/D32072_8.jpg,http://www.tate.org.uk/art/artworks/turner-on-the-giudecca-d32072
60049,D32861,"Turner, Joseph Mallord William",artist,558,River Scene with Mountain and Castle,c.1837-41,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1837,1856,support: 90 x 113 mm,90,113,,mm,,,http://www.tate.org.uk/art/images/work/D/D32/D32861_8.jpg,http://www.tate.org.uk/art/artworks/turner-river-scene-with-mountain-and-castle-d32861
60179,D32995,"Turner, Joseph Mallord William",artist,558,Mountains,1841,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1841,1856,support: 181 x 111 mm,181,111,,mm,,,http://www.tate.org.uk/art/images/work/D/D32/D32995_8.jpg,http://www.tate.org.uk/art/artworks/turner-mountains-d32995
60297,D33115,"Turner, Joseph Mallord William",artist,558,Mountains,c.1841,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1841,1856,support: 165 x 74 mm,165,74,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33115_8.jpg,http://www.tate.org.uk/art/artworks/turner-mountains-d33115
60518,D33346,"Turner, Joseph Mallord William",artist,558,[blank],c.1841-2,,Accepted by the nation as part of the Turner Bequest 1856,1841,1856,support: 175 x 107 mm,175,107,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d33346
60858,D33687,"Turner, Joseph Mallord William",artist,558,Valley with Mountains,c.1830-41,"Chalk, pen and ink and graphite on paper",Accepted by the nation as part of the Turner Bequest 1856,1830,1856,support: 101 x 147 mm,101,147,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33687_8.jpg,http://www.tate.org.uk/art/artworks/turner-valley-with-mountains-d33687
61428,D34260,"Turner, Joseph Mallord William",artist,558,Mountains,c.1830-41,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856,support: 109 x 140 mm,109,140,,mm,,,http://www.tate.org.uk/art/images/work/D/D34/D34260_8.jpg,http://www.tate.org.uk/art/artworks/turner-mountains-d34260
61575,D34407,"Turner, Joseph Mallord William",artist,558,Towers and Mountains,c.1830-41,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856,support: 142 x 192 mm,142,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D34/D34407_8.jpg,http://www.tate.org.uk/art/artworks/turner-towers-and-mountains-d34407
61899,D34737,"Turner, Joseph Mallord William",artist,558,Buildings,c.1830-41,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856,support: 77 x 150 mm,77,150,,mm,,,http://www.tate.org.uk/art/images/work/D/D34/D34737_8.jpg,http://www.tate.org.uk/art/artworks/turner-buildings-d34737
63006,D35918,"Turner, Joseph Mallord William",artist,558,"Lake, with Mountains",after c.1830,Graphite and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856,support: 227 x 274 mm,227,274,,mm,,,http://www.tate.org.uk/art/images/work/D/D35/D35918_8.jpg,http://www.tate.org.uk/art/artworks/turner-lake-with-mountains-d35918
63211,D36123,"Turner, Joseph Mallord William",artist,558,The Red Rigi: Sample Study,c.1841-2,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1841,1856,support: 228 x 302 mm,228,302,,mm,,,http://www.tate.org.uk/art/images/work/D/D36/D36123_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-red-rigi-sample-study-d36123
63549,D36464,"Turner, Joseph Mallord William",artist,558,"View in the Bay of Baiae, with Naples and Vesuvius in the Distance",c.1794-8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36464_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-view-in-the-bay-of-baiae-with-naples-and-vesuvius-in-the-distance-d36464
64108,D40348,"Turner, Joseph Mallord William",artist,558,[title not known],date not known,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,,1856,support: 144 x 215 mm,144,215,,mm,,,http://www.tate.org.uk/art/images/work/D/D40/D40348_8.jpg,http://www.tate.org.uk/art/artworks/turner-title-not-known-d40348
64609,D40862,"Turner, Joseph Mallord William",artist,558,Inscription by Turner,c.1816,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1816,1856,support: 173 x 260 mm,173,260,,mm,,,http://www.tate.org.uk/art/images/work/D/D40/D40862_8.jpg,http://www.tate.org.uk/art/artworks/turner-inscription-by-turner-d40862
12340,N00428,"Redgrave, Richard",artist,441,Country Cousins,"?1847-8, exhibited 1848",Oil paint on paper mounted on canvas,Presented by Robert Vernon 1847,1847,1847,support: 825 x 1073 mm,825,1073,,mm,,,http://www.tate.org.uk/art/images/work/N/N00/N00428_8.jpg,http://www.tate.org.uk/art/artworks/redgrave-country-cousins-n00428
14726,N00464,"Turner, Joseph Mallord William",artist,558,A Subject from the Runic Superstitions ...,exhibited 1808,Oil paint on canvas,Accepted by the nation as part of the Turner Bequest 1856,1808,1856,support: 921 x 1219 mm frame: 1200 x 1490 x 133 mm,921,1219,,mm,,,http://www.tate.org.uk/art/images/work/N/N00/N00464_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-subject-from-the-runic-superstitions-n00464
14816,N01180,"Turner, Joseph Mallord William",artist,558,Cliveden on Thames,?exhibited 1807,Oil paint on canvas,Bequeathed by Mrs Elizabeth Vaughan 1885,1807,1885,support: 392 x 590 x 17 mm frame: 512 x 712 x 62 mm,392,590,17,mm,,,http://www.tate.org.uk/art/images/work/N/N01/N01180_8.jpg,http://www.tate.org.uk/art/artworks/turner-cliveden-on-thames-n01180
5192,N01934,"Gilbert, Sir John",artist,209,The Happiest Land,1862,Watercolour on paper,Bequeathed by George Gilbert 1904,1862,1904,support: 213 x 190 mm,213,190,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/N/N01/N01934_8.jpg,http://www.tate.org.uk/art/artworks/gilbert-the-happiest-land-n01934
6979,N01974,"Hunt, William Henry",artist,286,Apples,date not known,Watercolour on paper,Presented by Charles Fraser 1905,,1905,support: 133 x 190 mm,133,190,,mm,,,http://www.tate.org.uk/art/images/work/N/N01/N01974_8.jpg,http://www.tate.org.uk/art/artworks/hunt-apples-n01974
4916,N02717,"Gainsborough, Thomas",artist,199,"Wooded Landscape with Peasant Reading Tombstone, Rustic Lovers and Ruined Church","1779-80, reprinted 1797",Etching on paper,Presented by A.E. Anderson 1910,1779,1910,image: 298 x 394 mm,298,394,,mm,,,http://www.tate.org.uk/art/images/work/N/N02/N02717_8.jpg,http://www.tate.org.uk/art/artworks/gainsborough-wooded-landscape-with-peasant-reading-tombstone-rustic-lovers-and-ruined-n02717
8357,N03008,"Landseer, Sir Edwin Henry",artist,323,The Duchess of Abercorn and Child,1834-6,Oil paint on copper,Presented by Edwin L.MacKenzie 1914,1834,1914,support: 542 x 432 mm,542,432,,mm,,,http://www.tate.org.uk/art/images/work/N/N03/N03008_8.jpg,http://www.tate.org.uk/art/artworks/landseer-the-duchess-of-abercorn-and-child-n03008
13959,N03137,"Stringer, Daniel",artist,535,Portrait of the Artist,1776,Oil paint on canvas,Purchased 1916,1776,1916,support: 845 x 683 mm frame: 978 x 820 x 65 mm,845,683,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/N/N03/N03137_8.jpg,http://www.tate.org.uk/art/artworks/stringer-portrait-of-the-artist-n03137
16265,N04886,"Windus, William Lindsay",artist,607,"Mrs Teed, the Artist’s Daughter",c.1880,Oil paint on canvas,Presented by P.L. Teed 1937,1880,1937,support: 546 x 457 mm,546,457,,mm,,,http://www.tate.org.uk/art/images/work/N/N04/N04886_8.jpg,http://www.tate.org.uk/art/artworks/windus-mrs-teed-the-artists-daughter-n04886
12904,P02410,"Rothenstein, Michael",artist,1873,[title not known],1976,Screenprint on paper,Presented by the artist through the Institute of Contemporary Prints 1977,1976,1977,image: 558 x 378 mm,558,378,,mm,date inscribed,© The estate of Michael Rothenstein,http://www.tate.org.uk/art/images/work/P/P02/P02410_8.jpg,http://www.tate.org.uk/art/artworks/rothenstein-title-not-known-p02410
10069,P02702,"Moore, Henry, OM, CH",artist,1659,Idea for Relief Sculpture,1980,Etching on paper,Presented by the Henry Moore Foundation 1982,1980,1982,image: 219 x 168 mm,219,168,,mm,,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/P/P02/P02702_8.jpg,http://www.tate.org.uk/art/artworks/moore-idea-for-relief-sculpture-p02702
4379,P02749,"Flanagan, Barry",artist,1100,"Diagram of a Conversation, George Melly",1972,Etching on paper,"Presented by Sue Flanagan, the artist's former wife 1985",1972,1985,image: 245 x 192 mm plate: 245 x 192 mm support: 398 x 305 mm,245,192,,mm,,"© The estate of Barry Flanagan, courtesy Plubronze Ltd",http://www.tate.org.uk/art/images/work/P/P02/P02749_8.jpg,http://www.tate.org.uk/art/artworks/flanagan-diagram-of-a-conversation-george-melly-p02749
10096,P02844,"Moore, Henry, OM, CH",artist,1659,Two Heads,"1981, published 1983",Lithograph on paper,Presented by the Henry Moore Foundation 1986,1981,1986,image: 225 x 251 mm,225,251,,mm,,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/P/P02/P02844_8.jpg,http://www.tate.org.uk/art/artworks/moore-two-heads-p02844
10151,P02899,"Moore, Henry, OM, CH",artist,1659,Architecture Doorway,"1972, published 1978","Etching, aquatint and drypoint on paper",Presented by the Henry Moore Foundation 1986,1972,1986,image: 191 x 213 mm,191,213,,mm,,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/P/P02/P02899_8.jpg,http://www.tate.org.uk/art/artworks/moore-architecture-doorway-p02899
2355,P03187,"Cohen, Bernard",artist,924,Second Image for J,1976,Lithograph on paper,Presented by Waddington Galleries 1972,1976,1972,image: 460 x 920 mm,460,920,,mm,date inscribed,© Bernard Cohen,http://www.tate.org.uk/art/images/work/P/P03/P03187_8.jpg,http://www.tate.org.uk/art/artworks/cohen-second-image-for-j-p03187
8013,P04454,"Kitaj, R.B.",artist,1416,Plays for Total Stakes,1968,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1968,1975,image: 632 x 632 mm,632,632,,mm,,© The estate of R. B. Kitaj,http://www.tate.org.uk/art/images/work/P/P04/P04454_8.jpg,http://www.tate.org.uk/art/artworks/kitaj-plays-for-total-stakes-p04454
13967,P05152,"Stroud, Peter",artist,2005,Four at the Centre,1966,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1966,1975,image: 381 x 381 mm,381,381,,mm,,"© Peter Stroud/VAGA, New York and DACS, London 2014",http://www.tate.org.uk/art/images/work/P/P05/P05152_8.jpg,http://www.tate.org.uk/art/artworks/stroud-four-at-the-centre-p05152
665,P06016,"Ayrton, Michael",artist,681,Greek Landscape I,1960-1,Lithograph on paper,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,1960,1975,image: 406 x 560 mm,406,560,,mm,,© The estate of Michael Ayrton,http://www.tate.org.uk/art/images/work/P/P06/P06016_8.jpg,http://www.tate.org.uk/art/artworks/ayrton-greek-landscape-i-p06016
6015,P06261,"Hepworth, Dame Barbara",artist,1274,Three Forms,1969,Lithograph on paper,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,1969,1975,image: 457 x 597 mm,457,597,,mm,,"© Bowness, Hepworth Estate",http://www.tate.org.uk/art/images/work/P/P06/P06261_8.jpg,http://www.tate.org.uk/art/artworks/hepworth-three-forms-p06261
9179,P06353,"Maitin, Sam",artist,1558,For Ollie,1968,Lithograph on paper,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,1968,1975,,,,,,,© Estate of Sam Maitin,http://www.tate.org.uk/art/images/work/P/P06/P06353_8.jpg,http://www.tate.org.uk/art/artworks/maitin-for-ollie-p06353
12682,P06685,"Roboz, Zsuzsi",artist,1858,Dressing Room,1975,Lithograph on paper,Presented by Curwen Studio 1976,1975,1976,image: 441 x 560 mm,441,560,,mm,,© Zsuzsi Roboz,http://www.tate.org.uk/art/images/work/P/P06/P06685_8.jpg,http://www.tate.org.uk/art/artworks/roboz-dressing-room-p06685
1559,P06722,"Brook, Peter",artist,816,MARCH Melting Snow,1976-7,Lithograph on paper,Presented by Curwen Studio 1978,1976,1978,image: 511 x 711 mm,511,711,,mm,,© The estate of Peter Brook,http://www.tate.org.uk/art/images/work/P/P06/P06722_8.jpg,http://www.tate.org.uk/art/artworks/brook-march-melting-snow-p06722
7192,P07546,"Johnstone, William",artist,1367,[title not known],1981,Lithograph on paper,Purchased 1981,1981,1981,image: 324 x 511 mm,324,511,,mm,,© The estate of William Johnstone,http://www.tate.org.uk/art/images/work/P/P07/P07546_8.jpg,http://www.tate.org.uk/art/artworks/johnstone-title-not-known-p07546
4550,P07782,"Freud, Lucian",artist,1120,Head of a Woman,1982,Etching on paper,Purchased 1982,1982,1982,image: 127 x 127 mm,127,127,,mm,,© The Lucian Freud Archive,http://www.tate.org.uk/art/images/work/P/P07/P07782_8.jpg,http://www.tate.org.uk/art/artworks/freud-head-of-a-woman-p07782
11774,P07784,"Phillips, Esq Tom",artist,1764,Canto XIV: [no title],1982,Lithograph on paper,Purchased 1982,1982,1982,image: 292 x 203 mm,292,203,,mm,,© Tom Phillips,http://www.tate.org.uk/art/images/work/P/P07/P07784_8.jpg,http://www.tate.org.uk/art/artworks/phillips-canto-xiv-no-title-p07784
11820,P07881,"Phillips, Esq Tom",artist,1764,Canto XXXI: [no title],1983,Screenprint on paper,Purchased 1983,1983,1983,image: 292 x 203 mm,292,203,,mm,,© Tom Phillips,http://www.tate.org.uk/art/images/work/P/P07/P07881_8.jpg,http://www.tate.org.uk/art/artworks/phillips-canto-xxxi-no-title-p07881
16440,P07979,Wols,artist,2164,[no title],c.1937-50,Etching and drypoint on paper,Purchased 1983,1937,1983,image: 105 x 70 mm,105,70,,mm,,"© ADAGP, Paris and DACS, London 2014",http://www.tate.org.uk/art/images/work/P/P07/P07979_8.jpg,http://www.tate.org.uk/art/artworks/wols-no-title-p07979
5238,P08068,"Gill, Eric",artist,1168,Resurrection,1917,Wood engraving on paper,Transferred from the Library 1979,1917,1979,image: 140 x 89 mm,140,89,,mm,,,http://www.tate.org.uk/art/images/work/P/P08/P08068_8.jpg,http://www.tate.org.uk/art/artworks/gill-resurrection-p08068
67408,P09014,"House, Gordon",artist,1312,[no title],1979,Screenprint on paper,Purchased 1980,1979,1980,unconfirmed: 502 x 698 mm,502,698,,mm,,© Gordon House,http://www.tate.org.uk/art/images/work/P/P09/P09014_8.jpg,http://www.tate.org.uk/art/artworks/house-no-title-p09014
67936,P09187,"Tyson, Ian",artist,2081,VI,1976-7,Screenprint on paper,Purchased 1980,1976,1980,unconfirmed: 502 x 698 mm,502,698,,mm,,© Ian Tyson,http://www.tate.org.uk/art/images/work/P/P09/P09187_8.jpg,http://www.tate.org.uk/art/artworks/tyson-vi-p09187
78690,P11970,"Smith, Kiki",artist,2280,Untitled (Encryption) 4:5,2002,Photo-etching on paper,Presented by Universal Limited Art Editions and the artist in memory of Monique Beudert 2003,2002,2003,image: 290 x 190 mm,290,190,,mm,,,,http://www.tate.org.uk/art/artworks/smith-untitled-encryption-45-p11970
80742,P12377,"Sultan, Donald",artist,6726,Six Red Flowers Oct 28 1999,1999,Woodcut on paper,"Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004",1999,2004,image: 712 x 913 mm,712,913,,mm,,,,http://www.tate.org.uk/art/artworks/sultan-six-red-flowers-oct-28-1999-p12377
20704,P20131,"Hockney, David",artist,1293,Four Flowers in Still Life,1990,Lithograph on paper,Presented by the artist 1993,1990,1993,image: 532 x 818 mm,532,818,,mm,date inscribed,© David Hockney,http://www.tate.org.uk/art/images/work/P/P20/P20131_8.jpg,http://www.tate.org.uk/art/artworks/hockney-four-flowers-in-still-life-p20131
26945,P20186,"Karshan, Linda",artist,2734,II,1997,Etching on paper,Presented by the artist in memory of Monique Beudert 2000,1997,2000,image: 277 x 213 mm,277,213,,mm,,© Linda Karshan,http://www.tate.org.uk/art/images/work/P/P20/P20186_8.jpg,http://www.tate.org.uk/art/artworks/karshan-ii-p20186
21739,P77884,"Winters, Terry",artist,2155,[no title],1994,Etching on paper,Purchased 1996,1994,1996,image: 345 x 425 mm,345,425,,mm,date inscribed,© Terry Winters,http://www.tate.org.uk/art/images/work/P/P77/P77884_8.jpg,http://www.tate.org.uk/art/artworks/winters-no-title-p77884
26227,P78090,"Ruff, Thomas",artist,2602,Portrait 1988 (C. Pilar),1988,Photograph on paper,Purchased 1998,1988,1998,image: 1590 x 1210 mm,1590,1210,,mm,,,,http://www.tate.org.uk/art/artworks/ruff-portrait-1988-c-pilar-p78090
27332,P78556,"Kilpper, Thomas",artist,2788,The Ring: Robert Atkins,2000,Woodcut on fabric,Presented by the Friends of the Tate Gallery 2000,2000,2000,,,,,,,© Thomas Kilpper,http://www.tate.org.uk/art/images/work/P/P78/P78556_8.jpg,http://www.tate.org.uk/art/artworks/kilpper-the-ring-robert-atkins-p78556
71429,P78615,"Kapoor, Anish",artist,1384,[no title],2000,Etching on paper on paper,Purchased 2002,2000,2002,support: 430 x 380 mm,430,380,,mm,,© Anish Kapoor,http://www.tate.org.uk/art/images/work/P/P78/P78615_8.jpg,http://www.tate.org.uk/art/artworks/kapoor-no-title-p78615
76681,P78725,"Landy, Michael",artist,2409,Herb Robert,2002,Etching on paper,Purchased 2003,2002,2003,unconfirmed: 758 x 665 mm,758,665,,mm,,© Michael Landy,http://www.tate.org.uk/art/images/work/P/P78/P78725_8.jpg,http://www.tate.org.uk/art/artworks/landy-herb-robert-p78725
121310,P80054,"Schulz-Dornburg, Ursula",artist,16115,"From Medina to Jordan Border, Saudi Arabia: Sahl al Matran",2003,"Photograph, gelatin silver print on paper",Purchased with funds provided by the Photography Acquisitions Committee 2012,2003,2012,image: 258 x 358 mm,258,358,,mm,,,,http://www.tate.org.uk/art/artworks/schulz-dornburg-from-medina-to-jordan-border-saudi-arabia-sahl-al-matran-p80054
10225,T00240,"Moore, Henry, OM, CH",artist,1659,Figure,1931,Beech,Purchased 1959,1931,1959,object: 248 x 178 x 121 mm,248,178,121,mm,,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/T/T00/T00240_8.jpg,http://www.tate.org.uk/art/artworks/moore-figure-t00240
